"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_symbols"
"R-MMU-1474228","Degradation of the extracellular matrix","32/1104","124/8731",0.258064516129032,2.0409069658719,4.44131566240031,4.78515857854227e-05,0.00182434170806924,0.00166641048743972,"21857/12032/12505/17394/240913/64706/240047/12815/58223/11501/12836/20750/23993/94216/12830/170725/13040/268935/83995/245026/17384/17381/17386/72902/77018/16619/16612/12829/12338/12335/12828/16621",32,"Timp1,Bcan,Cd44,Mmp8,Adamts4,Scube1,Mmp25,Col11a2,Mmp19,Adam8,Col7a1,Spp1,Klk7,Col4a6,Col4a5,Capn8,Ctss,Scube3,Mmp1a,Col6a6,Mmp10,Mmp12,Mmp13,Spock3,Col25a1,Klk1b27,Klk1,Col4a4,Capn6,Capn3,Col4a3,Klkb1"
"R-MMU-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","31/1104","119/8731",0.260504201680672,2.06020125441481,4.43021261306256,5.14861858942999e-05,0.00188439440373138,0.00172126448842417,"64654/21857/75761/15160/30060/11625/16012/16193/16011/14067/66557/14161/21923/11698/20750/13406/13602/16425/381677/15464/77583/108956/16002/328561/14734/239552/223672/217847/71898/626615/328563",31,"Fgf23,Timp1,Apol7a,Serpind1,Meltf,Ahsg,Igfbp6,Il6,Igfbp5,F5,Bpifb2,Fga,Tnc,Ambn,Spp1,Dmp1,Sparcl1,Itih2,Vgf,Hrc,Notum,Apol7c,Igf2,Apol10b,Gpc3,Apol8,Apol9a,Serpina10,Apol9b,Apol11a,Apol11b"
"R-MMU-8957275","Post-translational protein phosphorylation","29/1104","113/8731",0.256637168141593,2.02961876362704,4.19109215860237,0.000118730391491149,0.00417839646978465,0.00381667736210413,"64654/21857/75761/15160/30060/11625/16193/16011/14067/66557/14161/21923/11698/20750/13406/13602/16425/381677/15464/77583/108956/328561/14734/239552/223672/217847/71898/626615/328563",29,"Fgf23,Timp1,Apol7a,Serpind1,Meltf,Ahsg,Il6,Igfbp5,F5,Bpifb2,Fga,Tnc,Ambn,Spp1,Dmp1,Sparcl1,Itih2,Vgf,Hrc,Notum,Apol7c,Apol10b,Gpc3,Apol8,Apol9a,Serpina10,Apol9b,Apol11a,Apol11b"
"R-MMU-2168880","Scavenging of heme from plasma","10/1104","22/8731",0.454545454545455,3.59477931488801,4.63598911550851,0.00015381367490487,0.00521257453844281,0.00476132779237686,"75761/11699/15439/108956/328561/239552/223672/71898/626615/328563",10,"Apol7a,Ambp,Hp,Apol7c,Apol10b,Apol8,Apol9a,Apol9b,Apol11a,Apol11b"
"R-MMU-449147","Signaling by Interleukins","55/1104","271/8731",0.202952029520295,1.60504906679502,3.849504615775,0.00020689137479781,0.00676091456928558,0.00617562975900231,"16818/16189/15162/16160/16192/329244/16153/16187/12981/67603/16163/14281/20963/12504/20112/53603/77125/16193/12362/16174/16182/93672/16184/16176/16175/24110/60504/16190/16165/16186/16154/20203/22324/12703/18707/17096/246779/215274/12702/16367/18413/330496/338374/20849/16185/360198/319150/319148/16068/12983/12984/434341/97908/319152/319153",55,"Lck,Il4,Hck,Il12b,Il5ra,Il19,Il10,Il3,Csf2,Dusp6,Il13,Fos,Syk,Cd4,Rps6ka2,Tslp,Il33,Il6,Casp1,Il18rap,Il18r1,Il24,Il2ra,Il1b,Il1a,Usp18,Il21r,Il4ra,Il13ra2,Il2rg,Il10ra,S100b,Vav1,Socs1,Pik3cd,Lyn,Il27,Il1f10,Socs3,Irs1,Osm,Ifnl2,Ifnl3,Stat4,Il2rb,H3c1,H3c2,H3c3,Il18bp,Csf2rb,Csf2rb2,Nlrc5,H3c8,H3c10,H3c11"
"R-MMU-202427","Phosphorylation of CD3 and TCR zeta chains","7/1104","12/8731",0.583333333333333,4.61330012077295,4.76514483180434,0.000225286314314381,0.00710817164129857,0.00649282517479559,"16818/12502/12504/19264/19260/12501/12500",7,"Lck,Cd3g,Cd4,Ptprc,Ptpn22,Cd3e,Cd3d"
"R-MMU-9913351","Formation of the dystrophin-glycoprotein complex (DGC)","10/1104","23/8731",0.434782608695652,3.43848456206679,4.45491583627557,0.000241501504010949,0.00736579587233394,0.00672814716437521,"13497/20391/22288/13527/16651/11459/24053/13405/11468/11464",10,"Drp2,Sgca,Utrn,Dtna,Sspn,Acta1,Sgcg,Dmd,Actg2,Actc1"
"R-MMU-2424491","DAP12 signaling","11/1104","29/8731",0.379310344827586,2.99978135932034,4.10380541953459,0.000494998926233825,0.0143805473081287,0.0131356394163408,"16818/16822/20963/27007/16643/16641/22177/16797/58179/16642/12010",11,"Lck,Lcp2,Syk,Klrk1,Klrd1,Klrc1,Tyrobp,Lat,Klrc3,Klrc2,B2m"
"R-MMU-451927","Interleukin-2 family signaling","13/1104","38/8731",0.342105263157895,2.7055444317315,4.00852670928532,0.000502926244655868,0.0143805473081287,0.0131356394163408,"16818/16192/16187/12981/20963/16184/60504/16186/18707/20849/16185/12983/12984",13,"Lck,Il5ra,Il3,Csf2,Syk,Il2ra,Il21r,Il2rg,Pik3cd,Stat4,Il2rb,Csf2rb,Csf2rb2"
"R-MMU-112308","Presynaptic depolarization and calcium channel opening","6/1104","10/8731",0.6,4.74510869565217,4.50812624025357,0.000538241871920913,0.014923979175989,0.0136320269953813,"12287/56808/12298/54377/12295/12286",6,"Cacna1b,Cacna2d2,Cacnb4,Cacng4,Cacnb1,Cacna1a"
"R-MMU-418594","G alpha (i) signalling events","53/1104","271/8731",0.195571955719557,1.54668364618429,3.47816620973005,0.000681987529628629,0.0183534879297116,0.016764647013162,"108072/18545/11515/217212/19064/20305/20303/20308/20290/55985/14419/12768/20297/12765/50778/18389/20132/83770/56183/20311/330122/14825/17329/12769/110385/14697/15945/20304/12771/140795/12775/12267/12776/11539/212108/11553/12767/14293/12145/387353/19065/227288/15551/227326/12766/110168/14289/387512/20310/268934/14709/24047/12774",53,"Grm6,Pcp2,Adcy9,Pyy,Ppy,Ccl6,Ccl4,Ccl9,Ccl1,Cxcl13,Gal,Ccr1,Ccl20,Cxcr2,Rgs1,Oprl1,Rrh,Tas1r2,Nmu,Cxcl5,Cxcl3,Cxcl1,Cxcl9,Ccr9,Pde4c,Gnb5,Cxcl10,Ccl5,Ccr3,P2ry14,Ccr7,C3ar1,Ccr8,Adora1,Rln3,Adra2c,Cxcr4,Fpr1,Cxcr5,Tas2r126,Npy4r,Cxcr1,Htr1b,Gpr55,Cxcr3,Gpr18,Fpr2,Tas2r135,Cxcl2,Grm4,Gng8,Ccl19,Ccr5"
"R-MMU-5173105","O-linked glycosylation","25/1104","102/8731",0.245098039215686,1.93836139528275,3.62664268730092,0.000719990223004253,0.018822601544254,0.0171931499869286,"240913/229595/223838/108105/224697/241391/14425/231727/207596/330267/226866/224116/26887/207839/333424/210417/330119/239337/271127/20357/70945/77739/269959/227327/140474",25,"Adamts4,Adamtsl4,Adamts20,B3gnt5,Adamts10,Galnt5,Galnt3,B3gnt4,Thsd4,Thsd7a,Sbspon,Muc20,Chst4,Galnt6,A4gnt,Thsd7b,Adamts3,Adamts12,Adamts16,Sema5b,Mmrn1,Adamtsl1,Adamtsl3,B3gnt7,Muc4"
"R-MMU-3214858","RMTs methylate histone arginines","19/1104","70/8731",0.271428571428571,2.14659679089027,3.66429565819673,0.000819775983409466,0.0208359729116573,0.0190322260475765,"66993/83766/319172/319160/360198/326620/319150/319164/319166/319167/319170/319148/319165/319191/665433/319171/97908/319152/319153",19,"Smarcd3,Actl6b,H2ac4,H4c12,H3c1,H4c2,H3c2,H2ac6,H2ac8,H2ac11,H2ac22,H3c3,H2ac7,H2ac13,H2ac23,H2ac24,H3c8,H3c10,H3c11"
"R-MMU-1296071","Potassium Channels","24/1104","98/8731",0.244897959183673,1.93677905944987,3.54800421253472,0.000923599336679403,0.0228403619746393,0.0208630973918477,"140493/15165/67498/74571/226922/16523/20928/14697/72258/380728/223604/16494/16495/20927/16490/16493/16485/16500/16517/140492/16502/16531/14709/16514",24,"Kcnn3,Hcn1,Kcnv1,Kcnk16,Kcnq5,Kcnj8,Abcc9,Gnb5,Kcnk10,Kcnh4,Kcnk9,Kcna6,Kcna7,Abcc8,Kcna2,Kcna5,Kcna1,Kcnb1,Kcnj16,Kcnn2,Kcnc1,Kcnma1,Gng8,Kcnj11"
"R-MMU-9909505","Modulation of host responses by IFN-stimulated genes","6/1104","11/8731",0.545454545454545,4.31373517786561,4.18379776551835,0.00105768336592427,0.0254679021005448,0.0232631743086944,"56791/99899/74153/100038882/15061/230073",6,"Ube2l6,Ifi44,Uba7,Isg15,Ifi44l,Rigi"
